town,state,lga,postcode,district
Tsohon Tunga,Nasarawa,Awe ,951105,Tunga 
Tunga,Nasarawa,Awe ,951105,Tunga 
Abam,Nasarawa,Karu ,961106,Gitata 
Abui,Nasarawa,Karu ,961106,Gitata 
Achak,Nasarawa,Karu ,961106,Gitata 
Ago,Nasarawa,Karu ,961106,Gitata 
Agwan Sauyi ,Nasarawa,Karu ,961106,Gitata 
Akwaf,Nasarawa,Karu ,961106,Gitata 
Ang. Paparo,Nasarawa,Karu ,961106,Gitata 
Ang. Payasha,Nasarawa,Karu ,961106,Gitata 
Ang. Wayo,Nasarawa,Karu ,961106,Gitata 
Anguwa-Ayaba,Nasarawa,Karu ,961106,Gitata 
Angwa Maje,Nasarawa,Karu ,961106,Gitata 
Angwan Alura,Nasarawa,Karu ,961106,Gitata 
Angwan Gyara,Nasarawa,Karu ,961106,Gitata 
Ankara,Nasarawa,Karu ,961106,Gitata 
Ankoma,Nasarawa,Karu ,961106,Gitata 
Ankomaa,Nasarawa,Karu ,961106,Gitata 
Ankuta,Nasarawa,Karu ,961106,Gitata 
Auta,Nasarawa,Karu ,961106,Gitata 
Bagaji,Nasarawa,Karu ,961106,Gitata 
Bunkusa,Nasarawa,Karu ,961106,Gitata 
Dakuma,Nasarawa,Karu ,961106,Gitata 
Dangwa,Nasarawa,Karu ,961106,Gitata 
Dogon Daji,Nasarawa,Karu ,961106,Gitata 
Duaro,Nasarawa,Karu ,961106,Gitata 
Dutsen Gogo,Nasarawa,Karu ,961106,Gitata 
Gaibo,Nasarawa,Karu ,961106,Gitata 
Garamba,Nasarawa,Karu ,961106,Gitata 
Gardi,Nasarawa,Karu ,961106,Gitata 
Gid Bagobiri,Nasarawa,Karu ,961106,Gitata 
Gidan Alhassan,Nasarawa,Karu ,961106,Gitata 
Gidan Bugobiri,Nasarawa,Karu ,961106,Gitata 
Gidan Dogo,Nasarawa,Karu ,961106,Gitata 
Gidan Kiso,Nasarawa,Karu ,961106,Gitata 
Gidan-Allura,Nasarawa,Karu ,961106,Gitata 
Gunduma,Nasarawa,Karu ,961106,Gitata 
Gwalaji,Nasarawa,Karu ,961106,Gitata 
Iatara,Nasarawa,Karu ,961106,Gitata 
Jaba Panda,Nasarawa,Karu ,961106,Gitata 
Jemage,Nasarawa,Karu ,961106,Gitata 
Jimagen Mada,Nasarawa,Karu ,961106,Gitata 
Kajin,Nasarawa,Karu ,961106,Gitata 
Kare,Nasarawa,Karu ,961106,Gitata 
Kawo,Nasarawa,Karu ,961106,Gitata 
Kogintaro,Nasarawa,Karu ,961106,Gitata 
Kogon Masha,Nasarawa,Karu ,961106,Gitata 
Kondoro,Nasarawa,Karu ,961106,Gitata 
Kondoro-Yeskwa,Nasarawa,Karu ,961106,Gitata 
Kuban,Nasarawa,Karu ,961106,Gitata 
Kube,Nasarawa,Karu ,961106,Gitata 
Kubere,Nasarawa,Karu ,961106,Gitata 
Kuda,Nasarawa,Karu ,961106,Gitata 
Kuda-Yeskwa,Nasarawa,Karu ,961106,Gitata 
Kukan,Nasarawa,Karu ,961106,Gitata 
Kukok-Gardi,Nasarawa,Karu ,961106,Gitata 
Kukuri,Nasarawa,Karu ,961106,Gitata 
Kunan,Nasarawa,Karu ,961106,Gitata 
Kurmin Giwa,Nasarawa,Karu ,961106,Gitata 
Kwagiri,Nasarawa,Karu ,961106,Gitata 
Kwaso,Nasarawa,Karu ,961106,Gitata 
Lengwanpa Koro,Nasarawa,Karu ,961106,Gitata 
Padan Gwari,Nasarawa,Karu ,961106,Gitata 
Panda,Nasarawa,Karu ,961106,Gitata 
Panigbe,Nasarawa,Karu ,961106,Gitata 
Paperi,Nasarawa,Karu ,961106,Gitata 
Rafin Pa'a,Nasarawa,Karu ,961106,Gitata 
Shadami,Nasarawa,Karu ,961106,Gitata 
Shinkafa,Nasarawa,Karu ,961106,Gitata 
Takalafia,Nasarawa,Karu ,961106,Gitata 
Tanga,Nasarawa,Karu ,961106,Gitata 
Tudu Uku,Nasarawa,Karu ,961106,Gitata 
Tudun-wada,Nasarawa,Karu ,961106,Gitata 
Zang Gitata,Nasarawa,Karu ,961106,Gitata 
Zungon Gitata,Nasarawa,Karu ,961106,Gitata 
Agwada,Nasarawa,Kokona ,961102,Kokona 
Ajuye,Nasarawa,Kokona ,961102,Kokona 
Akolo,Nasarawa,Kokona ,961102,Kokona 
Akware,Nasarawa,Kokona ,961102,Kokona 
Amaha,Nasarawa,Kokona ,961102,Kokona 
Amba,Nasarawa,Kokona ,961102,Kokona 
Ambase,Nasarawa,Kokona ,961102,Kokona 
Ang. Arume,Nasarawa,Kokona ,961102,Kokona 
Ang. Doka,Nasarawa,Kokona ,961102,Kokona 
Ang. Magaji,Nasarawa,Kokona ,961102,Kokona 
Ang. Mai Nasara,Nasarawa,Kokona ,961102,Kokona 
Ang. Mai Sauri,Nasarawa,Kokona ,961102,Kokona 
Ang. Yaro,Nasarawa,Kokona ,961102,Kokona 
Ang. Zabuwa,Nasarawa,Kokona ,961102,Kokona 
Apawu,Nasarawa,Kokona ,961102,Kokona 
Arusu ,Nasarawa,Kokona ,961102,Kokona 
Atama,Nasarawa,Kokona ,961102,Kokona 
Audun Galadima,Nasarawa,Kokona ,961102,Kokona 
Auguwan Kuramai,Nasarawa,Kokona ,961102,Kokona 
Bakin Ayeni,Nasarawa,Kokona ,961102,Kokona 
Bassan Zarangi,Nasarawa,Kokona ,961102,Kokona 
Bazariye,Nasarawa,Kokona ,961102,Kokona 
Dari,Nasarawa,Kokona ,961102,Kokona 
Doma,Nasarawa,Kokona ,961102,Kokona 
Endo,Nasarawa,Kokona ,961102,Kokona 
Garaku,Nasarawa,Kokona ,961102,Kokona 
Gate,Nasarawa,Kokona ,961102,Kokona 
Gidan Sarkin,Nasarawa,Kokona ,961102,Kokona 
Gidan-Mal Ugo,Nasarawa,Kokona ,961102,Kokona 
Gudindi,Nasarawa,Kokona ,961102,Kokona 
Gungu,Nasarawa,Kokona ,961102,Kokona 
Gunka,Nasarawa,Kokona ,961102,Kokona 
Gurgu,Nasarawa,Kokona ,961102,Kokona 
Hadar,Nasarawa,Kokona ,961102,Kokona 
Igwo,Nasarawa,Kokona ,961102,Kokona 
Jama-Agayan,Nasarawa,Kokona ,961102,Kokona 
Jenta,Nasarawa,Kokona ,961102,Kokona 
Kabugu,Nasarawa,Kokona ,961102,Kokona 
Kafanchan Mada,Nasarawa,Kokona ,961102,Kokona 
Kana,Nasarawa,Kokona ,961102,Kokona 
Kandare,Nasarawa,Kokona ,961102,Kokona 
Karu-Mada,Nasarawa,Kokona ,961102,Kokona 
Kodo,Nasarawa,Kokona ,961102,Kokona 
Kokona,Nasarawa,Kokona ,961102,Kokona 
Kubero,Nasarawa,Kokona ,961102,Kokona 
Kufan Gwari,Nasarawa,Kokona ,961102,Kokona 
Kundami,Nasarawa,Kokona ,961102,Kokona 
Kurmin Shinkaf,Nasarawa,Kokona ,961102,Kokona 
Kuture,Nasarawa,Kokona ,961102,Kokona 
Lamingan Janjala,Nasarawa,Kokona ,961102,Kokona 
Lokogoma,Nasarawa,Kokona ,961102,Kokona 
Mahuta,Nasarawa,Kokona ,961102,Kokona 
Marke,Nasarawa,Kokona ,961102,Kokona 
Maro,Nasarawa,Kokona ,961102,Kokona 
Maute,Nasarawa,Kokona ,961102,Kokona 
Ninkoro,Nasarawa,Kokona ,961102,Kokona 
Noma,Nasarawa,Kokona ,961102,Kokona 
Rafin Gabas,Nasarawa,Kokona ,961102,Kokona 
Sabon Gida,Nasarawa,Kokona ,961102,Kokona 
Sakwato,Nasarawa,Kokona ,961102,Kokona 
Shabu,Nasarawa,Kokona ,961102,Kokona 
Tatara Mari,Nasarawa,Kokona ,961102,Kokona 
Uken Bassa,Nasarawa,Kokona ,961102,Kokona 
Yelwan Bassa,Nasarawa,Kokona ,961102,Kokona 
Yelwan Mai-Taba,Nasarawa,Kokona ,961102,Kokona 
Ang. Rana,Nasarawa,Karu ,961105,Karu 
Anta Ba Laifi,Nasarawa,Karu ,961105,Karu 
Aso Pada,Nasarawa,Karu ,961105,Karu 
Auta Gurgi,Nasarawa,Karu ,961105,Karu 
Bakin Ado I,Nasarawa,Karu ,961105,Karu 
Guata,Nasarawa,Karu ,961105,Karu 
Gurku,Nasarawa,Karu ,961105,Karu 
Jan Kanwa,Nasarawa,Karu ,961105,Karu 
Jikwai,Nasarawa,Karu ,961105,Karu 
Kabusu,Nasarawa,Karu ,961105,Karu 
Kalbo Mada,Nasarawa,Karu ,961105,Karu 
Karu,Nasarawa,Karu ,961105,Karu 
Katare,Nasarawa,Karu ,961105,Karu 
Kofa,Nasarawa,Karu ,961105,Karu 
Kucikau,Nasarawa,Karu ,961105,Karu 
Kufe,Nasarawa,Karu ,961105,Karu 
Kugwaru,Nasarawa,Karu ,961105,Karu 
Kurman Daura,Nasarawa,Karu ,961105,Karu 
Lakwa,Nasarawa,Karu ,961105,Karu 
Liguda,Nasarawa,Karu ,961105,Karu 
Mararaban-Gurku,Nasarawa,Karu ,961105,Karu 
Masaka,Nasarawa,Karu ,961105,Karu 
Nassarawa Bada,Nasarawa,Karu ,961105,Karu 
Pakin Ado II,Nasarawa,Karu ,961105,Karu 
Timutna,Nasarawa,Karu ,961105,Karu 
Yayan Gwandara,Nasarawa,Karu ,961105,Karu 
Yelwan Sobo,Nasarawa,Karu ,961105,Karu 
Adudu,Nasarawa,Obi ,951102,Obi 
Agwatashi,Nasarawa,Obi ,951102,Obi 
Akanga,Nasarawa,Obi ,951102,Obi 
Atabara,Nasarawa,Obi ,951102,Obi 
Daddere,Nasarawa,Obi ,951102,Obi 
Dedere,Nasarawa,Obi ,951102,Obi 
Obi,Nasarawa,Obi ,951102,Obi 
Adadu,Nasarawa,Toto ,962106,Toto
Ajurawa,Nasarawa,Toto ,962106,Toto
Akutu,Nasarawa,Toto ,962106,Toto
Bakate,Nasarawa,Toto ,962106,Toto
Biye,Nasarawa,Toto ,962106,Toto
Chiji,Nasarawa,Toto ,962106,Toto
Dare,Nasarawa,Toto ,962106,Toto
Dumbeku-Toto,Nasarawa,Toto ,962106,Toto
Gate,Nasarawa,Toto ,962106,Toto
Gbwachi,Nasarawa,Toto ,962106,Toto
Inyeji,Nasarawa,Toto ,962106,Toto
Karbana,Nasarawa,Toto ,962106,Toto
Kolo,Nasarawa,Toto ,962106,Toto
Kuru,Nasarawa,Toto ,962106,Toto
Ladaya,Nasarawa,Toto ,962106,Toto
Rakpami,Nasarawa,Toto ,962106,Toto
Rudu,Nasarawa,Toto ,962106,Toto
Sadauna,Nasarawa,Toto ,962106,Toto
Shaffa Abakwa,Nasarawa,Toto ,962106,Toto
Shaffan Kwato,Nasarawa,Toto ,962106,Toto
Shekara-Uku,Nasarawa,Toto ,962106,Toto
Shinshinga-Nashi,Nasarawa,Toto ,962106,Toto
Toto,Nasarawa,Toto ,962106,Toto
Ugya,Nasarawa,Toto ,962106,Toto
Ukya-Sabo,Nasarawa,Toto ,962106,Toto
Zono,Nasarawa,Toto ,962106,Toto
Aiyetoro Ajeromi,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Araromi Ajeromi,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Ashafa,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Awodi,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Cardoso,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Layeni,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Onibaba,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Orodu,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Temidire,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Tolu,Lagos,Ajeromi ifelodun ,102103,Ajeromi
Agboju,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Alakija,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Amuwo Odofin,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Etegbin,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Ibese,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Ilado Odo,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Masamasa,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Old Ojo Road,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Oluti,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Owode,Lagos,Amuwo odofin ,102102,Amuwo odofin 
Abute Marine,Lagos,Epe ,106104,Agbowa 
Ado (Agbowa,Lagos,Epe ,106104,Agbowa 
Agbow,Lagos,Epe ,106104,Agbowa 
Agbowa,Lagos,Epe ,106104,Agbowa 
Ago Hausa,Lagos,Epe ,106104,Agbowa 
Ago Owu,Lagos,Epe ,106104,Agbowa 
Ajebo,Lagos,Epe ,106104,Agbowa 
Ebute Otta,Lagos,Epe ,106104,Agbowa 
Egun,Lagos,Epe ,106104,Agbowa 
Ibelefun,Lagos,Epe ,106104,Agbowa 
Ideno,Lagos,Epe ,106104,Agbowa 
Idi Oparun,Lagos,Epe ,106104,Agbowa 
Iganke,Lagos,Epe ,106104,Agbowa 
Igbein,Lagos,Epe ,106104,Agbowa 
Ikosi,Lagos,Epe ,106104,Agbowa 
Ikosi Beach,Lagos,Epe ,106104,Agbowa 
Imagba,Lagos,Epe ,106104,Agbowa 
Imesan,Lagos,Epe ,106104,Agbowa 
Imokpe,Lagos,Epe ,106104,Agbowa 
Imope,Lagos,Epe ,106104,Agbowa 
Imoru,Lagos,Epe ,106104,Agbowa 
Itoikin,Lagos,Epe ,106104,Agbowa 
Magun,Lagos,Epe ,106104,Agbowa 
Mubeju,Lagos,Epe ,106104,Agbowa 
Odo Ayandolu,Lagos,Epe ,106104,Agbowa 
Oke Oso,Lagos,Epe ,106104,Agbowa 
Oko Abe,Lagos,Epe ,106104,Agbowa 
Onijawajawa,Lagos,Epe ,106104,Agbowa 
Orepete,Lagos,Epe ,106104,Agbowa 
Orugbo,Lagos,Epe ,106104,Agbowa 
Ota Ikosi,Lagos,Epe ,106104,Agbowa 
Otta Ikosi,Lagos,Epe ,106104,Agbowa 
Aba Igbekele,Lagos,Ibeju ,105101,Ibeju
Aba Oriyabrin,Lagos,Ibeju ,105101,Ibeju
Abegede,Lagos,Ibeju ,105101,Ibeju
Abijo,Lagos,Ibeju ,105101,Ibeju
Abule Panu,Lagos,Ibeju ,105101,Ibeju
Adeba,Lagos,Ibeju ,105101,Ibeju
Agbowa Onibeju,Lagos,Ibeju ,105101,Ibeju
Aiyeteju Ofiran,Lagos,Ibeju ,105101,Ibeju
Ajegbenwa,Lagos,Ibeju ,105101,Ibeju
Ajibade,Lagos,Ibeju ,105101,Ibeju
Akodo,Lagos,Ibeju ,105101,Ibeju
Arapagi,Lagos,Ibeju ,105101,Ibeju
Arapagi Ojoko,Lagos,Ibeju ,105101,Ibeju
Araromi,Lagos,Ibeju ,105101,Ibeju
Araromi Tope,Lagos,Ibeju ,105101,Ibeju
Awoyaya,Lagos,Ibeju ,105101,Ibeju
Badore,Lagos,Ibeju ,105101,Ibeju
Batedo,Lagos,Ibeju ,105101,Ibeju
Bodije,Lagos,Ibeju ,105101,Ibeju
Debojo,Lagos,Ibeju ,105101,Ibeju
Dongo,Lagos,Ibeju ,105101,Ibeju
Ebute Itamarun,Lagos,Ibeju ,105101,Ibeju
Efiran,Lagos,Ibeju ,105101,Ibeju
Eleko,Lagos,Ibeju ,105101,Ibeju
Eleputu,Lagos,Ibeju ,105101,Ibeju
Emu,Lagos,Ibeju ,105101,Ibeju
Eputu,Lagos,Ibeju ,105101,Ibeju
Gbogije Ibeju,Lagos,Ibeju ,105101,Ibeju
Iba,Lagos,Ibeju ,105101,Ibeju
Iba Oloja,Lagos,Ibeju ,105101,Ibeju
Iba Onigangan,Lagos,Ibeju ,105101,Ibeju
Ibeju,Lagos,Ibeju ,105101,Ibeju
Iberekodo,Lagos,Ibeju ,105101,Ibeju
Idaado,Lagos,Ibeju ,105101,Ibeju
Idado,Lagos,Ibeju ,105101,Ibeju
Idi Orogbo,Lagos,Ibeju ,105101,Ibeju
Idiori,Lagos,Ibeju ,105101,Ibeju
Igando,Lagos,Ibeju ,105101,Ibeju
Igando Oloja,Lagos,Ibeju ,105101,Ibeju
Igando Orudu,Lagos,Ibeju ,105101,Ibeju
Ilado,Lagos,Ibeju ,105101,Ibeju
Imagbon Alade,Lagos,Ibeju ,105101,Ibeju
Imagbon Oloja,Lagos,Ibeju ,105101,Ibeju
Imagbon Segun,Lagos,Ibeju ,105101,Ibeju
Imalefalafia,Lagos,Ibeju ,105101,Ibeju
Imegun,Lagos,Ibeju ,105101,Ibeju
Ito Omu,Lagos,Ibeju ,105101,Ibeju
Iwerekun,Lagos,Ibeju ,105101,Ibeju
Iweso,Lagos,Ibeju ,105101,Ibeju
Kajola,Lagos,Ibeju ,105101,Ibeju
Kalepewo,Lagos,Ibeju ,105101,Ibeju
Kekuru,Lagos,Ibeju ,105101,Ibeju
Lagasa,Lagos,Ibeju ,105101,Ibeju
Lakowe,Lagos,Ibeju ,105101,Ibeju
Lalagasa,Lagos,Ibeju ,105101,Ibeju
Magbon Alade,Lagos,Ibeju ,105101,Ibeju
Malara (Ibehu),Lagos,Ibeju ,105101,Ibeju
Mopo Onibeju,Lagos,Ibeju ,105101,Ibeju
Mosayo,Lagos,Ibeju ,105101,Ibeju
Moseju,Lagos,Ibeju ,105101,Ibeju
Mosere Ikoga,Lagos,Ibeju ,105101,Ibeju
Mushiri Kogo,Lagos,Ibeju ,105101,Ibeju
Ogodi,Lagos,Ibeju ,105101,Ibeju
Ogogoro,Lagos,Ibeju ,105101,Ibeju
Oguntedo,Lagos,Ibeju ,105101,Ibeju
Oju Oto,Lagos,Ibeju ,105101,Ibeju
Oko Oba,Lagos,Ibeju ,105101,Ibeju
Okunegun,Lagos,Ibeju ,105101,Ibeju
Okunsolu,Lagos,Ibeju ,105101,Ibeju
Olumofin,Lagos,Ibeju ,105101,Ibeju
Oribanwa,Lagos,Ibeju ,105101,Ibeju
Orimedu,Lagos,Ibeju ,105101,Ibeju
Orofin,Lagos,Ibeju ,105101,Ibeju
Pakere,Lagos,Ibeju ,105101,Ibeju
Sapati,Lagos,Ibeju ,105101,Ibeju
Solu,Lagos,Ibeju ,105101,Ibeju
Solu Alade,Lagos,Ibeju ,105101,Ibeju
Tagbati,Lagos,Ibeju ,105101,Ibeju
Tagbawoyi,Lagos,Ibeju ,105101,Ibeju
Talano Oke,Lagos,Ibeju ,105101,Ibeju
Yaba Ibeju,Lagos,Ibeju ,105101,Ibeju
Abaruwa,Lagos,Epe ,106102,Ejinrin 
Bodun,Lagos,Epe ,106102,Ejinrin 
Egan Senyindo,Lagos,Epe ,106102,Ejinrin 
Ejinrin,Lagos,Epe ,106102,Ejinrin 
Eleju,Lagos,Epe ,106102,Ejinrin 
Esemboke,Lagos,Epe ,106102,Ejinrin 
Esemeoke,Lagos,Epe ,106102,Ejinrin 
Igbodu,Lagos,Epe ,106102,Ejinrin 
Igbodu Ejunrin,Lagos,Epe ,106102,Ejinrin 
Igboku,Lagos,Epe ,106102,Ejinrin 
Itoikin,Lagos,Epe ,106102,Ejinrin 
Iwoye,Lagos,Epe ,106102,Ejinrin 
Jimaire,Lagos,Epe ,106102,Ejinrin 
Ketu,Lagos,Epe ,106102,Ejinrin 
Ketu Ejinrin,Lagos,Epe ,106102,Ejinrin 
Ladekan,Lagos,Epe ,106102,Ejinrin 
Mafo,Lagos,Epe ,106102,Ejinrin 
Malajoye,Lagos,Epe ,106102,Ejinrin 
Motakan,Lagos,Epe ,106102,Ejinrin 
Mutaku,Lagos,Epe ,106102,Ejinrin 
Ologogoro,Lagos,Epe ,106102,Ejinrin 
Orita,Lagos,Epe ,106102,Ejinrin 
Oruda,Lagos,Epe ,106102,Ejinrin 
Sala,Lagos,Epe ,106102,Ejinrin 
Seidu,Lagos,Epe ,106102,Ejinrin 
Sekungba,Lagos,Epe ,106102,Ejinrin 
Sekungbe,Lagos,Epe ,106102,Ejinrin 
Tamu,Lagos,Epe ,106102,Ejinrin 
Tilowuro Ejinrin,Lagos,Epe ,106102,Ejinrin 
Abayawa,Kwara,Asa ,240104,Afon 
Abeokuta,Kwara,Asa ,240104,Afon 
Abidi Ore,Kwara,Asa ,240104,Afon 
Abio,Kwara,Asa ,240104,Afon 
Abokede,Kwara,Asa ,240104,Afon 
Abote Alfa,Kwara,Asa ,240104,Afon 
Aboto Afon,Kwara,Asa ,240104,Afon 
Aboto Alfa,Kwara,Asa ,240104,Afon 
Aboto-Oja,Kwara,Asa ,240104,Afon 
Aboyi Ode,Kwara,Asa ,240104,Afon 
Aboyi Olokole,Kwara,Asa ,240104,Afon 
Abuyabirin,Kwara,Asa ,240104,Afon 
Abuyanrin Abasi,Kwara,Asa ,240104,Afon 
Abuyanrin Afa,Kwara,Asa ,240104,Afon 
Adabata,Kwara,Asa ,240104,Afon 
Adinimole,Kwara,Asa ,240104,Afon 
Afeyi,Kwara,Asa ,240104,Afon 
Afeyin,Kwara,Asa ,240104,Afon 
Afon,Kwara,Asa ,240104,Afon 
Agboyi,Kwara,Asa ,240104,Afon 
Agboyi Alagbade,Kwara,Asa ,240104,Afon 
Agboyi Eleja,Kwara,Asa ,240104,Afon 
Agboyi Idiope,Kwara,Asa ,240104,Afon 
Ago-Oja,Kwara,Asa ,240104,Afon 
Agoro,Kwara,Asa ,240104,Afon 
Aho Alabe,Kwara,Asa ,240104,Afon 
Aiekale (Odo-Ode),Kwara,Asa ,240104,Afon 
Airport,Kwara,Asa ,240104,Afon 
Aiyede,Kwara,Asa ,240104,Afon 
Aiyekale,Kwara,Asa ,240104,Afon 
Aiyekale Olola,Kwara,Asa ,240104,Afon 
Aiyetoro,Kwara,Asa ,240104,Afon 
Ajagun,Kwara,Asa ,240104,Afon 
Ajagunsi,Kwara,Asa ,240104,Afon 
Ajara,Kwara,Asa ,240104,Afon 
Ajegunle,Kwara,Asa ,240104,Afon 
Ajelanwa,Kwara,Asa ,240104,Afon 
Ajila,Kwara,Asa ,240104,Afon 
Akara Kajola,Kwara,Asa ,240104,Afon 
Akumadu,Kwara,Asa ,240104,Afon 
Akumaju,Kwara,Asa ,240104,Afon 
Alabata,Kwara,Asa ,240104,Afon 
Aladere,Kwara,Asa ,240104,Afon 
Aladere Alayo,Kwara,Asa ,240104,Afon 
Alagbede,Kwara,Asa ,240104,Afon 
Alagbon,Kwara,Asa ,240104,Afon 
Alaja-Adigun,Kwara,Asa ,240104,Afon 
Alapako Iju,Kwara,Asa ,240104,Afon 
Alata,Kwara,Asa ,240104,Afon 
Alatan,Kwara,Asa ,240104,Afon 
Alawon,Kwara,Asa ,240104,Afon 
Aleniboro,Kwara,Asa ,240104,Afon 
Aleyo,Kwara,Asa ,240104,Afon 
Aloba,Kwara,Asa ,240104,Afon 
Alopako Etile,Kwara,Asa ,240104,Afon 
Apa,Kwara,Asa ,240104,Afon 
Apata,Kwara,Asa ,240104,Afon 
Apata Aje,Kwara,Asa ,240104,Afon 
Arogun,Kwara,Asa ,240104,Afon 
Arowosaiye,Kwara,Asa ,240104,Afon 
Arunde,Kwara,Asa ,240104,Afon 
Asorope,Kwara,Asa ,240104,Afon 
Awimose,Kwara,Asa ,240104,Afon 
Bayi,Kwara,Asa ,240104,Afon 
Bello Irra,Kwara,Asa ,240104,Afon 
Budo Aagun,Kwara,Asa ,240104,Afon 
Budo Abasi,Kwara,Asa ,240104,Afon 
Budo Abogonbo,Kwara,Asa ,240104,Afon 
Budo Abogun,Kwara,Asa ,240104,Afon 
Budo Afa Ajadi,Kwara,Asa ,240104,Afon 
Budo Aiku,Kwara,Asa ,240104,Afon 
Budo Ajibade,Kwara,Asa ,240104,Afon 
Budo Alagbe,Kwara,Asa ,240104,Afon 
Budo Alagi,Kwara,Asa ,240104,Afon 
Budo Alase,Kwara,Asa ,240104,Afon 
Budo Alfa,Kwara,Asa ,240104,Afon 
Budo Alfa Ajadi,Kwara,Asa ,240104,Afon 
Budo Aro,Kwara,Asa ,240104,Afon 
Budo Awero,Kwara,Asa ,240104,Afon 
Budo Egba,Kwara,Asa ,240104,Afon 
Budo Esin,Kwara,Asa ,240104,Afon 
Budo Giwa,Kwara,Asa ,240104,Afon 
Budo Igboto,Kwara,Asa ,240104,Afon 
Budo Ilorin,Kwara,Asa ,240104,Afon 
Budo Kankan,Kwara,Asa ,240104,Afon 
Budo Koko,Kwara,Asa ,240104,Afon 
Budo Lanro,Kwara,Asa ,240104,Afon 
Budo Layemo,Kwara,Asa ,240104,Afon 
Budo Nla,Kwara,Asa ,240104,Afon 
Budo Ogun,Kwara,Asa ,240104,Afon 
Budo Ojoku,Kwara,Asa ,240104,Afon 
Budo Ojuku,Kwara,Asa ,240104,Afon 
Budo Ole,Kwara,Asa ,240104,Afon 
Budo Orogun,Kwara,Asa ,240104,Afon 
Budo Oru,Kwara,Asa ,240104,Afon 
Budo Owode,Kwara,Asa ,240104,Afon 
Budo Sakam,Kwara,Asa ,240104,Afon 
Dadi Gaa,Kwara,Asa ,240104,Afon 
Dadi Ite,Kwara,Asa ,240104,Afon 
Egbejila,Kwara,Asa ,240104,Afon 
Egbon,Kwara,Asa ,240104,Afon 
Egbon Tomori Lasoju,Kwara,Asa ,240104,Afon 
Eiyenkorin,Kwara,Asa ,240104,Afon 
Elega,Kwara,Asa ,240104,Afon 
Eleke,Kwara,Asa ,240104,Afon 
Eleko,Kwara,Asa ,240104,Afon 
Elemula,Kwara,Asa ,240104,Afon 
Elepo,Kwara,Asa ,240104,Afon 
Elewure,Kwara,Asa ,240104,Afon 
Eleyele,Kwara,Asa ,240104,Afon 
Eri-Oke,Kwara,Asa ,240104,Afon 
Eru-Oba,Kwara,Asa ,240104,Afon 
Eruobodo,Kwara,Asa ,240104,Afon 
Faa Afon,Kwara,Asa ,240104,Afon 
Faa Aleyo,Kwara,Asa ,240104,Afon 
Faa Sambe,Kwara,Asa ,240104,Afon 
Falokun,Kwara,Asa ,240104,Afon 
Foke,Kwara,Asa ,240104,Afon 
Foko,Kwara,Asa ,240104,Afon 
Fufu,Kwara,Asa ,240104,Afon 
Gaa Apa,Kwara,Asa ,240104,Afon 
Gaa Badanwaki,Kwara,Asa ,240104,Afon 
Gaa Igboroko,Kwara,Asa ,240104,Afon 
Gaa Imam Isale,Kwara,Asa ,240104,Afon 
Gaa Imam Oke,Kwara,Asa ,240104,Afon 
Gaa Kudu,Kwara,Asa ,240104,Afon 
Gaa Mamudu,Kwara,Asa ,240104,Afon 
Gaa Oba,Kwara,Asa ,240104,Afon 
Gaa Sule,Kwara,Asa ,240104,Afon 
Galadimon,Kwara,Asa ,240104,Afon 
Gambaro,Kwara,Asa ,240104,Afon 
Gbagba,Kwara,Asa ,240104,Afon 
Gbaja,Kwara,Asa ,240104,Afon 
Gbale Asun,Kwara,Asa ,240104,Afon 
Gbego,Kwara,Asa ,240104,Afon 
Gbiyeye,Kwara,Asa ,240104,Afon 
Gbobi Araro,Kwara,Asa ,240104,Afon 
Idi Egun,Kwara,Asa ,240104,Afon 
Idi-Agbon,Kwara,Asa ,240104,Afon 
Idi-Emi,Kwara,Asa ,240104,Afon 
Iganna,Kwara,Asa ,240104,Afon 
Igbaunda,Kwara,Asa ,240104,Afon 
Igberi,Kwara,Asa ,240104,Afon 
Igberi Oko,Kwara,Asa ,240104,Afon 
Igbo Aran,Kwara,Asa ,240104,Afon 
Igbo Ede,Kwara,Asa ,240104,Afon 
Igbo Kurange,Kwara,Asa ,240104,Afon 
Igbo Oja,Kwara,Asa ,240104,Afon 
Igboho,Kwara,Asa ,240104,Afon 
Igbole,Kwara,Asa ,240104,Afon 
Igbon Igbin,Kwara,Asa ,240104,Afon 
