town,state,street,postcode,area
"Ikere Ekiti",Ekiti,"Akure Rd.",361242,Onward
"Ikere Ekiti",Ekiti,"Better Life Centre",361242,Onward
"Ikere Ekiti",Ekiti,"Ebenezer Cl.",361242,Onward
"Ikere Ekiti",Ekiti,"Ikere L.G. Ind. Estate",361242,Onward
"Ikere Ekiti",Ekiti,"N. R. C. Sec.",361242,Onward
"Ikere Ekiti",Ekiti,"Onward mail Ind.",361242,Onward
"Ikere Ekiti",Ekiti,"Onward Rd.",361242,Onward
"Ikere Ekiti",Ekiti,"Taye Balalolaa Ave.",361242,Onward
"Ikere Ekiti",Ekiti,"Treasure Cash Office",361242,Onward
"Ikere Ekiti",Ekiti,"Aguda  St.",361232,Araromi
"Ikere Ekiti",Ekiti,"Ben Hope Ind.",361232,Araromi
"Ikere Ekiti",Ekiti,"Benin odwena R. B. A.",361232,Araromi
"Ikere Ekiti",Ekiti,"Fish Brigade",361232,Araromi
"Ikere Ekiti",Ekiti,"Fish  Rd.",361232,Araromi
"Ikere Ekiti",Ekiti,"Igbaraodo Rd.",361232,Araromi
"Ikere Ekiti",Ekiti,"Igbo Oba Rd.",361232,Araromi
"Ikere Ekiti",Ekiti,"Is Ekiti Rd.",361232,Araromi
"Ikere Ekiti",Ekiti,"Ise Motor Park",361232,Araromi
"Ikere Ekiti",Ekiti,"Ogun Dama Lane",361232,Araromi
"Ikere Ekiti",Ekiti,"Olukere Rd.",361232,Araromi
"Ikere Ekiti",Ekiti,"Ondo State Layout",361232,Araromi
"Ikere Ekiti",Ekiti,"Pro. Gloria Button Ind.",361232,Araromi
"Ikere Ekiti",Ekiti,"Adefolalu Rd.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Ado Ekiti Rd.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Africa Comp.High Sch.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Akeredodu  Rd.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Aliha St.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Farm Rd.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Ibukun St.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Ilupeju St.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Kajola Ave.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Oluwa St.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Petrol Station",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Prof. Bandage Ind.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Stone Crushed Factory",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Temidire  Cl.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Villa  Ave.",361272,"Kojola Quarters"
"Ikere Ekiti",Ekiti,"Eleyo High School",361264,Anaye
"Ikere Ekiti",Ekiti,"G. R. A.",361264,Anaye
"Ikere Ekiti",Ekiti,"High Court",361264,Anaye
"Ikere Ekiti",Ekiti,"Idi Ishin  Rd.",361264,Anaye
"Ikere Ekiti",Ekiti,"Igaraodo Rd.",361264,Anaye
"Ikere Ekiti",Ekiti,"Ilawe Ekiti Egele  Rd.",361264,Anaye
"Ikere Ekiti",Ekiti,"Olorunfemi Obateru Rd.",361264,Anaye
"Ikere Ekiti",Ekiti,"Ondo State C.O.E. Farm",361264,Anaye
"Ikere Ekiti",Ekiti,"& Staff Quarters",361264,Anaye
"Ikere Ekiti",Ekiti,"S. A. Pa See",361264,Anaye
"Ikere Ekiti",Ekiti,Agabaola,361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Agbado Ave.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Agbado Rock",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Idi Ishin Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Igbaraodo Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Igele Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Ijoka St.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,Mosque,361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Oba's Market",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Okebuku  Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,Palace,361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Ado Ekiti",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,Aoserun,361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Central Mosque Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Comm. Bank",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Deeper Life Ch.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Igbara Odo",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,Isaoye,361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Ise Ekiti Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Longe Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Mayowa Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Oke Asha St.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Okesegun Isaoye Rd.",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Post Office",361211,"Odo Oja"
"Ikere Ekiti",Ekiti,"Stadium Rd.",361211,"Odo Oja"
"Ikole Ekiti",Ekiti,"Aofin Comp.",370282,Orin
"Ikole Ekiti",Ekiti,"Iwaro  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Ilorin  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Ijunmun  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Ilotin  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Iran  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Uro  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Igbale  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Uleyin  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Isolo  St.",370282,Orin
"Ikole Ekiti",Ekiti,"Akintoye  Ln.",370251,Iloka
"Ikole Ekiti",Ekiti,"Ariyo St. St.",370251,Iloka
"Ikole Ekiti",Ekiti,"Aud. Pry. Sch.",370251,Iloka
"Ikole Ekiti",Ekiti,"Adeleye Adebayo  Cl.",370251,Iloka
"Ikole Ekiti",Ekiti,"Aye Ayemi Store",370251,Iloka
"Ikole Ekiti",Ekiti,"Falaki  St.",370233,Eruwa
"Ikole Ekiti",Ekiti,"Idofin  St.",370233,Eruwa
"Ikole Ekiti",Ekiti,"Oke Oro  St.",370233,Eruwa
"Ikole Ekiti",Ekiti,"Okiti-Pupa  St.",370233,Eruwa
"Ikole Ekiti",Ekiti,"Romiluyi  St.",370233,Eruwa
"Ikole Ekiti",Ekiti,"Uwaro  St.",370233,Eruwa
"Ikole Ekiti",Ekiti,"Chief Famotibe Av. St.",370251,Iloka
"Ikole Ekiti",Ekiti,"Igbale  St.",370251,Iloka
"Ikole Ekiti",Ekiti,"Igbo Simi  St.",370251,Iloka
"Ikole Ekiti",Ekiti,"Iloka  St.",370251,Iloka
"Ikole Ekiti",Ekiti,Irode,370251,Iloka
"Ikole Ekiti",Ekiti,"Meth. Ch.",370251,Iloka
"Ikole Ekiti",Ekiti,"Methodist Hospital",370251,Iloka
"Ikole Ekiti",Ekiti,"NEPA Office",370251,Iloka
"Ikole Ekiti",Ekiti,"Odofin  Ln.",370251,Iloka
"Ikole Ekiti",Ekiti,"Olpe Meji",370251,Iloka
"Ikole Ekiti",Ekiti,"Abebi  Rd.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Alakara  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Aloke  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Omo Oni Bakery",370251,Iloka
"Ikole Ekiti",Ekiti,"Sanni Compound",370251,Iloka
"Ikole Ekiti",Ekiti,"Arigidi  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Ikole Local Govt. Sec.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Ilaro  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Abebi  Rd.",370223,Usin
"Ikole Ekiti",Ekiti,"All other Unnamed",370223,Usin
"Ikole Ekiti",Ekiti,"Ifaki  Rd.",370223,Usin
"Ikole Ekiti",Ekiti,Ijemo,370223,Usin
"Ikole Ekiti",Ekiti,Isalu,370223,Usin
"Ikole Ekiti",Ekiti,Itano,370223,Usin
"Ikole Ekiti",Ekiti,"St. Mary Girls",370223,Usin
"Ikole Ekiti",Ekiti,"Secondary Sch. Rd.",370223,Usin
"Ikole Ekiti",Ekiti,"Ilore  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Ita Asope  Rd.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Iwaro  Rd.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Iworo  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Odo Ile  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Ogbontitun  St.",370231,Ilotin
"Ikole Ekiti",Ekiti,"Omi Omo St.",370231,Ilotin
"Ikole Ekiti",Ekiti,Otunja,370225,Otunja
"Ikole Ekiti",Ekiti,"Aofin Compound",370225,Otunja
"Ikole Ekiti",Ekiti,"Chief Kumapayi Comp.",370225,Otunja
"Ikole Ekiti",Ekiti,"Ifaki  Rd.",370225,Otunja
"Ikole Ekiti",Ekiti,"Otunja Market",370225,Otunja
"Ikole Ekiti",Ekiti,"Aofin Asaba",370224,Isaba
"Ikole Ekiti",Ekiti,"Atoki Camp",370224,Isaba
"Ikole Ekiti",Ekiti,"Idofin  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Ifaki  Rd.",370224,Isaba
"Ikole Ekiti",Ekiti,"Ilale  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Ilawe  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Ilotin  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Iyara  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Lokegba  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Ogbon Titun  St.",370224,Isaba
"Ikole Ekiti",Ekiti,"Ipebi  St.",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Ara  Rd.",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Oke Alede  St.",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Aiyetoro  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Apare  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Ibase  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Ibete  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Igando  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Ijawo  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Ijoka St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Odo Ila  St.",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Ijoko  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Isaja St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Ita Ohoo",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Obake  Rd.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Oke Ahun  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Oke Obo  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Okefa  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Orere Ido  St.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,"Aofin Comp.",370226,Asin
"Ikole Ekiti",Ekiti,Ausan-Un-Dean,370226,Asin
"Ikole Ekiti",Ekiti,"College Rd. Rd.",370226,Asin
"Ikole Ekiti",Ekiti,Idofin,370226,Asin
"Ikole Ekiti",Ekiti,Igbonn,370226,Asin
"Ikole Ekiti",Ekiti,"Ire Rd. Rd.",370226,Asin
"Ikole Ekiti",Ekiti,"Erekesan  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Ilogbo  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Ilugbekun  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,Imoba,362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Inisa  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Isinkin  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Ojabalu  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Olaniyan  St.",362221,"Oke Igbala"
"Ikole Ekiti",Ekiti,"Ikole Library",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Waterworks Rd. (Eti Oni) Rd.",362222,"St. Peters"
"Ikole Ekiti",Ekiti,Isalu,370226,Asin
"Ikole Ekiti",Ekiti,"Odo Aoro St. St.",370226,Asin
"Ikole Ekiti",Ekiti,"Okeidero St. St.",370226,Asin
"Ikole Ekiti",Ekiti,"Secondary School,",370226,Asin
"Ikole Ekiti",Ekiti,"St. Mary's Girl's",370226,Asin
"Ikole Ekiti",Ekiti,"St. Mary's Girl College",370226,Asin
"Ikole Ekiti",Ekiti,"Aremo Compound",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Adebayo Av.",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Aina Hospital",370272,"Oke Iru"
"Ikole Ekiti",Ekiti,"Express  Rd.",370252,Araromi
"Ikole Ekiti",Ekiti,"Odo Araromi",370252,Araromi
"Ikole Ekiti",Ekiti,"Oke Araromi",370252,Araromi
"Ikole Ekiti",Ekiti,"Oke Bola",370252,Araromi
"Ikole Ekiti",Ekiti,"Oke Ijebu",370252,Araromi
"Ikole Ekiti",Ekiti,"Oke Oniyo",370252,Araromi
"Ikole Ekiti",Ekiti,"Olo Sawmill",370252,Araromi
"Ikole Ekiti",Ekiti,Temidire,370252,Araromi
"Ikole Ekiti",Ekiti,"Aduralere  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Aofin  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Fagbesa  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,Ijisun,370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Iledin  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Ilogbo  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Iloye  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Inisemo Odo  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Inisemo  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Iteta  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Kolawole  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Mercy  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Obadare  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Odi-Olowo  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Ogundana  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"St. James'  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Umoo  St.",370232,"Ikoyi Ikoro"
"Ikole Ekiti",Ekiti,"Emuyin  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Filani  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Ikore  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Ilasa  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Ileko  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Ilemo  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Ogbomodowa St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Origbo  St.",370222,"Ibale Ikoyi"
"Ikole Ekiti",Ekiti,"Aponranyin  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Ayemi  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Erede  Rd.",370281,Imikan
"Ikole Ekiti",Ekiti,"Ezekiel Olatawura  Rd.",370281,Imikan
"Ikole Ekiti",Ekiti,"Ibodi  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Idogun St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Idunmorun  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Ijana  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Ijesa-Isu  Rd.",370281,Imikan
"Ikole Ekiti",Ekiti,"Ijowa  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"IkoleTown Hall",370281,Imikan
"Ikole Ekiti",Ekiti,"Imosun  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Inisemo  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Initegun  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Isao  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Isun Oda  St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Iteta  St.",370281,Imikan
"Ikole Ekiti",Ekiti,Nawaru-Deen-Mosque,370281,Imikan
"Ikole Ekiti",Ekiti,"Oke Ibunkun St. St.",370281,Imikan
"Ikole Ekiti",Ekiti,"Total Petrol Station",370281,Imikan
"Ikole Ekiti",Ekiti,"Egbeoba High Sch. Ijesa-Isu Rd.",370214,Amuniklo
"Ikole Ekiti",Ekiti,NITEL,370214,Amuniklo
"Ikole Ekiti",Ekiti,"Olajanna's Compound",370214,Amuniklo
"Ikole Ekiti",Ekiti,"Police Station",370214,Amuniklo
"Ikole Ekiti",Ekiti,"TOPMEK Hotel",370214,Amuniklo
"Ikole Ekiti",Ekiti,"Akinsale  Rd.",370212,Idemo
"Ikole Ekiti",Ekiti,"Ara Aofin Compund",370212,Idemo
"Ikole Ekiti",Ekiti,"Asunrin Compound",370212,Idemo
"Ikole Ekiti",Ekiti,"Chief Edemo's",370212,Idemo
"Ikole Ekiti",Ekiti,Compound,370212,Idemo
"Ikole Ekiti",Ekiti,"Eleyoo Market",370212,Idemo
"Ikole Ekiti",Ekiti,Eribi,370212,Idemo
"Ikole Ekiti",Ekiti,"Eti Esokosakin  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Eti Urje  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Idemo Mrkt",370212,Idemo
"Ikole Ekiti",Ekiti,"Ijesha-Isu  Rd.",370212,Idemo
"Ikole Ekiti",Ekiti,"Ilesa Kole  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Iloda  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Iroko Aboripete  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Isunrin  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Odo Isunrin  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oguntuase Close",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Idemo  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Ilabo  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Ilaja  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Iloro  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Isunrin  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Ori Egunrun St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Oke Oru  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Olojogun Compound",370212,Idemo
"Ikole Ekiti",Ekiti,"Omodoke  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Owo Obafo  A.",370212,Idemo
"Ikole Ekiti",Ekiti,"Udi Awe  St.",370212,Idemo
"Ikole Ekiti",Ekiti,"Abe Compound",370221,Omodowa
"Ikole Ekiti",Ekiti,"Abebi  Rd.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Aber  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Abraham/Abe Av.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Alea  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Bolorunduro St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Eluyo  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Ijomun  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Ikole Extension",370221,Omodowa
"Ikole Ekiti",Ekiti,"Iyinmi  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Ogbonragaja  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Ogundana Close",370221,Omodowa
"Ikole Ekiti",Ekiti,"Old Lodi  St.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Old Methodist Ch. Av. Ave.",370221,Omodowa
"Ikole Ekiti",Ekiti,"Saodi Layout",370221,Omodowa
"Ikole Ekiti",Ekiti,"Fed. Govt. College",370253,"Ikole General Hospital"
"Ikole Ekiti",Ekiti,"Ayedun  Rd.",370253,"Ikole General Hospital"
"Ikole Ekiti",Ekiti,"Express Rd.",370253,"Ikole General Hospital"
"Ikole Ekiti",Ekiti,"Ibitoye Estate",370253,"Ikole General Hospital"
"Ikole Ekiti",Ekiti,"Adeleye  Rd.",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Araromi Rd.",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Central Mosque Rd.",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Civil Hall Community Bank",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Ererin Junction",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Fafure Lane",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Fiance Office",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Fire Service",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"First Bank",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Ministry of Health",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"National Bank PLC",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Odouro  St.",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Old Motor Park",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Peoples Bank",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Police Post",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Uakun  St.",370211,"Elekole's Palace"
"Ikole Ekiti",Ekiti,"Adeleye Oriade's Comp.",370213,Isolo
"Ikole Ekiti",Ekiti,"African Church",370213,Isolo
"Ikole Ekiti",Ekiti,"Bolorunduro  St.",370213,Isolo
"Ikole Ekiti",Ekiti,Cementary,370213,Isolo
"Ikole Ekiti",Ekiti,"Chief Akanle Comp.",370213,Isolo
"Ikole Ekiti",Ekiti,"Govt. Tech. College Ijebio  St.",370213,Isolo
"Ikole Ekiti",Ekiti,"Ijesa-Isu/Shell Petro  Rd.",370213,Isolo
"Ikole Ekiti",Ekiti,"Ilara  St.",370213,Isolo
"Ikole Ekiti",Ekiti,"Ilayan  St.",370213,Isolo
"Ikole Ekiti",Ekiti,"Ilero  St.",370213,Isolo
"Ikole Ekiti",Ekiti,"Inisa Kole  St.",370213,Isolo
"Ikole Ekiti",Ekiti,"Obadoro  St.",370213,Isolo
"Ikole Ekiti",Ekiti,"Oke Alen",370213,Isolo
"Ikole Ekiti",Ekiti,"Oke Anaye",370213,Isolo
"Ikole Ekiti",Ekiti,"Olominu's Compound",370213,Isolo
"Ikole Ekiti",Ekiti,"Prof. Ajayi's Compound",370213,Isolo
"Ikole Ekiti",Ekiti,"Rapid Pry/Secondary Sch.",370213,Isolo
"Ikole Ekiti",Ekiti,"Shell Petro Station",370213,Isolo
"Ikole Ekiti",Ekiti,"St. Paul Church St.",370213,Isolo
"Ikole Ekiti",Ekiti,"St. Paul Pry. School St.",370213,Isolo
"Ikole Ekiti",Ekiti,"St. Pal Pry. School",370213,Isolo
"Ikole Ekiti",Ekiti,"St. Theresa",370213,Isolo
"Ikole Ekiti",Ekiti,"Nursery/Pry. Sec. Sch.",370213,Isolo
"Ikole Ekiti",Ekiti,"Zacheous Oyebode  Rd.",370213,Isolo
"Ikole Ekiti",Ekiti,"Aofin Igbonna",370227,Igbonna
"Ikole Ekiti",Ekiti,"Ilaro  St.",370227,Igbonna
"Ikole Ekiti",Ekiti,"Idofin  St.",370227,Igbonna
Enugu,Enugu,"Abakaliki  Ave.",400271,"Independence Layout"
Enugu,Enugu,"Bent  Ln.",400271,"Independence Layout"
Enugu,Enugu,"Charles  St.",400271,"Independence Layout"
Enugu,Enugu,"Ekola  St.",400271,"Independence Layout"
Enugu,Enugu,"Emole  Ave.",400271,"Independence Layout"
Enugu,Enugu,"Manuwa  Rd.",400271,"Independence Layout"
Enugu,Enugu,"Nike  Ave.",400271,"Independence Layout"
Enugu,Enugu,"Onitsha  Rd.",400271,"Independence Layout"
Enugu,Enugu,"Part  Ave.",400271,"Independence Layout"
Enugu,Enugu,"River  Ln.",400271,"Independence Layout"
Enugu,Enugu,"Adelabu  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Agbani  Rd.",400251,"Ogbete Layout"
Enugu,Enugu,"Agukwu  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Amigbo  Ln.",400251,"Ogbete Layout"
Enugu,Enugu,"Amokwe  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Bede Wrianhi  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Edozien  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Enugwu-Ukwu  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Eugene Oba  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Kam Salem  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Kenyatta  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Mbanugo  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Nnaji  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Nnobi  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Oji  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Ozoanichabe  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Robinson  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Umuleri  St.",400251,"Ogbete Layout"
Enugu,Enugu,"Abakaliki  Rd.",400212,"Army Barracks"
Enugu,Enugu,Onitsha,400212,"Army Barracks"
Enugu,Enugu,"Abomimi  St.",400211,"China Town"
Enugu,Enugu,"Adigwe  St.",400211,"China Town"
Enugu,Enugu,"Akutu  cr.",400211,"China Town"
Enugu,Enugu,"Ani  St.",400211,"China Town"
Enugu,Enugu,"Animwede  St.",400211,"China Town"
Enugu,Enugu,"Annang  St.",400211,"China Town"
Enugu,Enugu,"Carter  St.",400211,"China Town"
Enugu,Enugu,"Ebe  Ln.",400211,"China Town"
Enugu,Enugu,"Ezikwa  St.",400211,"China Town"
Enugu,Enugu,"Igboeze  St.",400211,"China Town"
Enugu,Enugu,"Achi  St.",400241,UNN
Enugu,Enugu,"Akpugo  St.",400241,UNN
Enugu,Enugu,"Amaichi  Ln.",400241,UNN
Enugu,Enugu,"Custom Rd.",400241,UNN
Enugu,Enugu,"Rederal Government C",400241,UNN
Enugu,Enugu,"Hill View  Ave.",400241,UNN
Enugu,Enugu,"Isiuzo  St.",400241,UNN
