town,state,street,postcode,area
"Benin City",Edo,"Oko Central  Rd.",300251,G.R.A
"Benin City",Edo,"Omonzogie  Ave.",300251,G.R.A
"Benin City",Edo,"Oyaide  Ave.",300251,G.R.A
"Benin City",Edo,"Reservation  Rd.",300251,G.R.A
"Benin City",Edo,"Seventh  Ave.",300251,G.R.A
"Benin City",Edo,"Sixth  Ave.",300251,G.R.A
"Benin City",Edo,"Third  Ave.",300251,G.R.A
"Benin City",Edo,"2nd East  Rd.",300241,Ogbelaka
"Benin City",Edo,"2nd Iso  Ln.",300241,Ogbelaka
"Benin City",Edo,"Adjemre  Cl.",300241,Ogbelaka
"Benin City",Edo,"Akpata  St.",300241,Ogbelaka
"Benin City",Edo,"Amayo  Ave.",300241,Ogbelaka
"Benin City",Edo,"Dumu  Rd.",300241,Ogbelaka
"Benin City",Edo,"Etinosa  St.",300241,Ogbelaka
"Benin City",Edo,Evboriaria,300241,Ogbelaka
"Benin City",Edo,"Emeka  St.",300241,Ogbelaka
"Benin City",Edo,"First East Circular",300241,Ogbelaka
"Benin City",Edo,"Goodnews  St.",300241,Ogbelaka
"Benin City",Edo,"Iso  Ln.",300241,Ogbelaka
"Benin City",Edo,"Iyebosa  Rd.",300241,Ogbelaka
"Benin City",Edo,"Isuwa  St.",300241,Ogbelaka
"Benin City",Edo,"Ivbiawo  Ln.",300241,Ogbelaka
"Benin City",Edo,"Maria Gorretti  Rd.",300241,Ogbelaka
"Benin City",Edo,"Ogbesasa  St.",300241,Ogbelaka
"Benin City",Edo,"Obasuyi  St.",300241,Ogbelaka
"Benin City",Edo,"Omorogbe Rep  St.",300241,Ogbelaka
"Benin City",Edo,"Ogie  St.",300241,Ogbelaka
"Benin City",Edo,"Okohoedion  St.",300241,Ogbelaka
"Benin City",Edo,"Omoruyi  St.",300241,Ogbelaka
"Benin City",Edo,"Osunde  St.",300241,Ogbelaka
"Benin City",Edo,"Ondo  Rd.",300241,Ogbelaka
"Benin City",Edo,"Power Line  Ln.",300241,Ogbelaka
"Benin City",Edo,"Uwague  St.",300241,Ogbelaka
"Benin City",Edo,"Ugomossu  St.",300241,Ogbelaka
"Benin City",Edo,"A  Cl.",300283,Ugbowo
"Benin City",Edo,"Akugbe  St.",300283,Ugbowo
"Benin City",Edo,"Adolo College  Rd.",300283,Ugbowo
"Benin City",Edo,"Aikhionbare  St.",300283,Ugbowo
"Benin City",Edo,"Aduki  St.",300283,Ugbowo
"Benin City",Edo,"Agunsevbafe  St.",300283,Ugbowo
"Benin City",Edo,"Akposare  St.",300283,Ugbowo
"Benin City",Edo,"Brodnicks  St.",300283,Ugbowo
"Benin City",Edo,"Eaglet  St.",300283,Ugbowo
"Benin City",Edo,"Igbinoba  St.",300283,Ugbowo
"Benin City",Edo,"Momoh  St.",300283,Ugbowo
"Benin City",Edo,"Okungbowa  St.",300283,Ugbowo
"Benin City",Edo,"Otakhoigboge  St.",300283,Ugbowo
"Benin City",Edo,"Isidhor Housing Estate",300283,Ugbowo
Ubiaja,Edo,"Ofure St",300211,"Old Ilushi"
Ubiaja,Edo,"Commercial  Rd",300211,"Old Ilushi"
Ubiaja,Edo,"Bright St",300211,"Old Ilushi"
Ubiaja,Edo,"Ughelele St",300211,"Old Ilushi"
Ubiaja,Edo,"Freedom St",300211,"Old Ilushi"
Ubiaja,Edo,"Hospital  Rd",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Commercial  Rd",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Ilushi Rd",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,Market,300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Library High Court",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Prison Lock up",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Prison Quarters",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Police Barrack",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Police Divisional  Headquarters",300212,"Ebhuru Quarters    I"
Ubiaja,Edo,"Ngboha Rd",300211,"Old Ilushi"
Ubiaja,Edo,"Onyo  St",300211,"Old Ilushi"
Ubiaja,Edo,"Liberty St",300211,"Old Ilushi"
Ubiaja,Edo,"Anglican St",300211,"Old Ilushi"
Ubiaja,Edo,"Central Primary School",300211,"Old Ilushi"
Ubiaja,Edo,"1st Royal Palace Rd",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"2nd Royal Palace Rd",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"Snt. Asakpa  St",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"Ambrose Obose St",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"Edeke Ave",300221,G.R.A
Ubiaja,Edo,"General Hospital",300221,G.R.A
Ubiaja,Edo,"Local Government",300221,G.R.A
Ubiaja,Edo,Secretariat,300221,G.R.A
Ubiaja,Edo,"State INEC Office",300221,G.R.A
Ubiaja,Edo,"Udo  St",300223,Egbemije
Ubiaja,Edo,"Ede  St",300223,Egbemije
Ubiaja,Edo,"Okon  St",300223,Egbemije
Ubiaja,Edo,"Okpuje St",300223,Egbemije
Ubiaja,Edo,"Izegbo St",300223,Egbemije
Ubiaja,Edo,"Ijeke St",300223,Egbemije
Ubiaja,Edo,"Secred Heart Girls Model School",300223,Egbemije
Ubiaja,Edo,"Mission Rd",300223,Egbemije
Ubiaja,Edo,"Egbemije St",300223,Egbemije
Ubiaja,Edo,"Iruele  St",300241,"Oyomon Quarters"
Ubiaja,Edo,"Oyomon St",300241,"Oyomon Quarters"
Ubiaja,Edo,"Ijewere St",300241,"Oyomon Quarters"
Ubiaja,Edo,"Ubiaja CommunityPrimary School",300241,"Oyomon Quarters"
Ubiaja,Edo,"College  Rd",300241,"Oyomon Quarters"
Ubiaja,Edo,"Orhuen Quarters",300241,"Oyomon Quarters"
Ubiaja,Edo,"Safrando B. J. Hotel",300241,"Oyomon Quarters"
Ubiaja,Edo,"Uokha St",300241,"Oyomon Quarters"
Ubiaja,Edo,"Oriha St",300241,"Oyomon Quarters"
Ubiaja,Edo,"Orhuen Primary School",300241,"Oyomon Quarters"
Ubiaja,Edo,"Mission  Rd",300241,"Oyomon Quarters"
Ubiaja,Edo,"Okon  St",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"Kings and Queens  College",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"Obioza Mixed School",300222,"Ebhuru Quarters    I I"
Ubiaja,Edo,"Egbemijie St",300241,"Oyomon Quarters"
Ubiaja,Edo,"Angle 80",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Angle 90",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Agata St",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Abuja St",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Ofure St",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Ziko St",300242,"Ukpaja Quarters"
Ubiaja,Edo,"New Ilushi Rd",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Ukpaza Community",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Commercial Secondary School",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Local  Government Education",300242,"Ukpaja Quarters"
Ubiaja,Edo,"On Authority",300242,"Ukpaja Quarters"
Ubiaja,Edo,"Ngboha St",300242,"Ukpaja Quarters"
"Ado Ekiti",Ekiti,"Adebayo Lane",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Adeparusi  Rd.",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Ajayyi  Rd.",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Bishop's Court Lane",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Dr's Quarters",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Fasuau Cl;.",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Gaeway  Rd.",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Ilari  Rd.",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"J & M Lane",360281,"Fehintola Estate"
"Ado Ekiti",Ekiti,"Aladesanmi Layout  Rd.",360251,"Falegan Estate"
"Ado Ekiti",Ekiti,"Bishops  Rd.",360251,"Falegan Estate"
"Ado Ekiti",Ekiti,"Falegan Estate Rd.",360251,"Falegan Estate"
"Ado Ekiti",Ekiti,"Olebola Rd.",360251,"Falegan Estate"
"Ado Ekiti",Ekiti,"Work  Rd.",360251,"Falegan Estate"
"Ado Ekiti",Ekiti,"Ajagba Cl.",360261,G.R.A.
"Ado Ekiti",Ekiti,"Akintayo  Rd.",360261,G.R.A.
"Ado Ekiti",Ekiti,"Aremu  St.",360261,G.R.A.
"Ado Ekiti",Ekiti,"Oke Ayegburi Lane",360261,G.R.A.
"Ado Ekiti",Ekiti,"Okurume  St.",360261,G.R.A.
"Ado Ekiti",Ekiti,"2nd  Ave.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"3rd  Ave.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"4th  Ave.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"Aba Igbira  Rd.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"Alokan Cl.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"Federal Polytechnic",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"Ifedoju  Rd.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"Layout Rd.",360231,"Federal Polytechnic"
"Ado Ekiti",Ekiti,"Agriculture Palm Pr.",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Agriculture  Rd.",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Aro Layout",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Ifedoju  Rd.",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Layout  Rd.",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Mathew  St.",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Omolayo  Rd.",360241,"Cocoa Dev. Unit Area"
"Ado Ekiti",Ekiti,"Omisinla  Rd.",360261,G.R.A.
"Ado Ekiti",Ekiti,"Orerewu St.",360261,G.R.A.
"Ado Ekiti",Ekiti,"Ogbo Oba St.",360261,G.R.A.
"Ado Ekiti",Ekiti,"Ugbein  St.",360261,G.R.A.
"Ado Ekiti",Ekiti,"1st Avenue Avn.",360211,Stadium
"Ado Ekiti",Ekiti,"2nd  A venue Avn.",360211,Stadium
"Ado Ekiti",Ekiti,"3rd Avenue Avn.",360211,Stadium
"Ado Ekiti",Ekiti,"5th Avenue Avn.",360211,Stadium
"Ado Ekiti",Ekiti,"6th Avenue Avn.",360211,Stadium
"Ado Ekiti",Ekiti,"Adeowa Lane",360211,Stadium
"Ado Ekiti",Ekiti,"Dallimore Rd.",360211,Stadium
"Ado Ekiti",Ekiti,"Fajuyi Lane",360211,Stadium
"Ado Ekiti",Ekiti,"Ila  St.",360211,Stadium
"Ado Ekiti",Ekiti,"Jubilee Akintoye  Rd.",360211,Stadium
"Ado Ekiti",Ekiti,"Little by Little  Rd.",360211,Stadium
"Ado Ekiti",Ekiti,"Naira and Kobo",360211,Stadium
"Ado Ekiti",Ekiti,"Okorodo Odun  St.",360211,Stadium
"Ado Ekiti",Ekiti,"Ulara  St.",360211,Stadium
"Ado Ekiti",Ekiti,"Aremo  St.",360271,Araromi
"Ado Ekiti",Ekiti,"Ika  Rd.",360282,"Mine-Campu Area"
"Ado Ekiti",Ekiti,"Ilado  Rd.",360282,"Mine-Campu Area"
"Ado Ekiti",Ekiti,"Osua  Rd.",360282,"Mine-Campu Area"
"Ado Ekiti",Ekiti,"Road 2",360282,"Mine-Campu Area"
"Ado Ekiti",Ekiti,"Road 3",360282,"Mine-Campu Area"
"Ado Ekiti",Ekiti,"Road 4",360282,"Mine-Campu Area"
"Ado Ekiti",Ekiti,"Adeowa Lane",360212,"Olora's Palace Area"
"Ado Ekiti",Ekiti,"Ajayi Lane",360212,"Olora's Palace Area"
"Ado Ekiti",Ekiti,"Ayemi  Rd.",360212,"Olora's Palace Area"
"Ado Ekiti",Ekiti,"Olora's palace Rd.",360212,"Olora's Palace Area"
"Ado Ekiti",Ekiti,"Spaceage Rd.",360212,"Olora's Palace Area"
"Ado Ekiti",Ekiti,"Ilokun  Ilokun",360213,Ilokun
"Ado Ekiti",Ekiti,"Are  Rd.",360213,Ilokun
"Ado Ekiti",Ekiti,"Iworoko Rd.",360213,Ilokun
"Ado Ekiti",Ekiti,"Ajegunle  St.",360221,Idolofin
"Ado Ekiti",Ekiti,"Ajiboye Lane",360221,Idolofin
"Ado Ekiti",Ekiti,"Idolofin St.",360221,Idolofin
"Ado Ekiti",Ekiti,"Iyere  Rd.",360221,Idolofin
"Ado Ekiti",Ekiti,"Mathew  St.",360221,Idolofin
"Ado Ekiti",Ekiti,"Ogbontitun St.",360221,Idolofin
"Ikere Ekiti",Ekiti,"Ado Ekiti",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Afao Odo Rd.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Ajibare Cl.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Alagbado St.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Araromi S",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Ayeoro St.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Bishop Rd.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,Boy's,361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Gospel Faith Mission",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,Igebindun,361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Ijan Rd.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Irepodun St.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Ise Ekiti Rd.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Min. of Education",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Odo Oro Cl.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Odunlade St.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,Adegboola,361231,Moshudi
"Ikere Ekiti",Ekiti,"Ikere Central L. G. Market",361231,Moshudi
"Ikere Ekiti",Ekiti,"Se Ekiti Rd.",361231,Moshudi
"Ikere Ekiti",Ekiti,"Lydia Omo",361231,Moshudi
"Ikere Ekiti",Ekiti,"Mamiser R.",361231,Moshudi
"Ikere Ekiti",Ekiti,"Mayowa St.",361231,Moshudi
"Ikere Ekiti",Ekiti,"Ogbontitun St.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,Ogooluwa,361212,"Odo Oro"
"Ikere Ekiti",Ekiti,Ore-Ofe,361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Primary School",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"U. C. C. Ch.",361212,"Odo Oro"
"Ikere Ekiti",Ekiti,"Benin Owena River Basin",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Hous. Scheme",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Caoline Deposit",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Christ Ch.  Rd.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Africa Apostolic Ch.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Akure Rd.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Awowolodu Ln",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Ebenezer Rd.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Moshood Rd.",361231,Moshudi
"Ikere Ekiti",Ekiti,"Orole Hotel",361231,Moshudi
"Ikere Ekiti",Ekiti,"Owolabi  St.",361231,Moshudi
"Ikere Ekiti",Ekiti,Stadium,361231,Moshudi
"Ikere Ekiti",Ekiti,"Yajowa St.",361231,Moshudi
"Ikere Ekiti",Ekiti,"Community Rd.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Havana Quest House",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Ijan Rd.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Ikere L. G. Sec.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Imola Farm",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Ise Ekiti  Rd.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Obateru Saw Mil",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Okondo Farm",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Okondo  St.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Olowokudejo Cl.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Sam. Olabisoye St.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"State Hosp.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"T. Ayoki  St.",361221,"Havana Quarters"
"Ikere Ekiti",Ekiti,"Idi Ikoro Ave.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Igburaodo Rd.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Ikere High Sch.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Odsg Finance",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Akomolafe Rd.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Eobeore Rd.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Igburaodo Rd.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Ijara Rd.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Ikojni Rd.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Ikoyi Eobeore St.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Nitel Tower",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"T. Adeyemi Rd.",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"T. A. C. Ch",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Vetinary Centre",361262,"Ikoyi II"
"Ikere Ekiti",Ekiti,"Olukere Odoise",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Olukere  Rd.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Olorunfemi Ave.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Ondo State C.O.E",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Onisona  Rd.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"St. Mary's Hosp.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Unity Sec. Sch.",361241,"Odo Ise"
"Ikere Ekiti",Ekiti,"Adebola St.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Adeojo Saw Mill",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Ajolagun High School",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Baba Mboni",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Igbara Odo Rd.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Ikoyi Eve.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Miniowo Hotel",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Ogunyemi St.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Omipede St.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Omodele  Rd.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Ondo State C. O. E.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Osun River",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Owena Bank Plc.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Owuru Dam",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Prop. Cocoa Pross.",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,Factory,361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"St. Mary Hosp. Annex",361263,"Ikoyi I"
"Ikere Ekiti",Ekiti,"Akure Rd.",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Amoye Gramm. School",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Amoye Rd.",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Anioye Ave.",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Fatoba Ln.",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Ijare  Rd.",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Oroole Rock",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"SSSAO Orubuloye Ave.",361252,"Amoye Grammer School"
"Ikere Ekiti",Ekiti,"Ado Ekiti Rd.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Ajaka  St.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Akeredolu  St.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Akuredolu  Rd.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Aso Rd.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Elegberun Market",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Idiose St.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Igbehin Cl.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Ijoka St.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Ikere L. G. Dispensary",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"L. A. Pri. Sch.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Ministry of Health",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,Ogbongehin,361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Olobe  Rd.",361271,"Ijoka Quarters"
"Ikere Ekiti",Ekiti,"Ado Ekiti Rd.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Ajayi St.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Ajgbeje Ave.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Annuciation Gramm. Sch.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Ansar-Ud-Deen H. S.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Babatope A. Lane",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Bishop  Rd.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"C.C.C.  Rd.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Fagbohun Estate",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Fed. Housing Estate",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Folorunso Lane",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Ijan  Rd.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Irepodun H. S.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Irepodun St.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Korode Hotel",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Odolofin St.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Oke Lane",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Olnipekun Lane",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Oluwatuyi T",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Ondo State Housing Corp.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Progressive Hotel",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Saw Mill",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"St. Paul Cath/Pri. Sch.",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,"Town Planning Office",361213,"Ajogbeje Quarters"
"Ikere Ekiti",Ekiti,Agabaola,361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Agbado Ave.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Agbado Rock",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Idi Ishin Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Igbaraodo Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Igele Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Ijoka St.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,Mosque,361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Oba's Market",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Okebuku  Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,Palace,361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Ado Ekiti",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,Aoserun,361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Central Mosque Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Comm. Bank",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Deeper Life Ch.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Igbara Odo",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,Isaoye,361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Ise Ekiti Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Longe Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Mayowa Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Oke Asha St.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Okesegun Isaoye Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Post Office",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Stadium Rd.",361261,"Odo Oja"
"Ikere Ekiti",Ekiti,"Abulefon Ln",361251,Okeosun
"Ikere Ekiti",Ekiti,"Adejumo  Ave.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Adunogbon St.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Akure Rd.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Amity Rd.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Apelua Ln",361251,Okeosun
"Ikere Ekiti",Ekiti,Ekundayo,361251,Okeosun
"Ikere Ekiti",Ekiti,"Eyitope Ln",361251,Okeosun
"Ikere Ekiti",Ekiti,"Igbaraodo Rd.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Ijara  Rd.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Jogbo Ln",361251,Okeosun
"Ikere Ekiti",Ekiti,"L. G. Disp. Maternity",361251,Okeosun
"Ikere Ekiti",Ekiti,"Min. of Comm. & Trade",361251,Okeosun
"Ikere Ekiti",Ekiti,"& ind.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Ogundana St.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Omotoso  Rd.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Onipede St.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Prop. Site For NBN PC",361251,Okeosun
"Ikere Ekiti",Ekiti,"Sao  Ave.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Sao Orubuloye Ave.",361251,Okeosun
"Ikere Ekiti",Ekiti,"St. Silas Prim. Sch.",361251,Okeosun
"Ikere Ekiti",Ekiti,"Surulere St.",361251,Okeosun
